County,Candidate,Party
CARAŞ-SEVERIN,VĂRAN DOINIȚA-FLORICA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CARAŞ-SEVERIN,MICULESCU MARIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CARAŞ-SEVERIN,ZAVOIANU PAVEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CARAŞ-SEVERIN,BĂDINĂ LUCIAN-IONUȚ,PARTIDUL SOCIAL DEMOCRAT UNIT
CARAŞ-SEVERIN,ACHIM GABRIEL,PARTIDUL SOCIAL DEMOCRAT UNIT
CARAŞ-SEVERIN,ACHIM LOREDANA,PARTIDUL SOCIAL DEMOCRAT UNIT
CARAŞ-SEVERIN,STANCIU ȘTEFAN-DAN,PARTIDUL SOCIAL DEMOCRAT UNIT
CARAŞ-SEVERIN,PANAIT FELICIA-DANIELA,PARTIDUL SOCIAL DEMOCRAT UNIT
CARAŞ-SEVERIN,SFERCOCI MIRCEA-SORIN,PARTIDUL SOCIAL DEMOCRAT UNIT
CARAŞ-SEVERIN,GAVRILĂ CIPRIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
CARAŞ-SEVERIN,AXMANN DANIEL,PARTIDUL S.O.S. ROMÂNIA
CARAŞ-SEVERIN,MARUȘCA ADELA-LIVIA,PARTIDUL S.O.S. ROMÂNIA
CARAŞ-SEVERIN,DOROI TITU,PARTIDUL S.O.S. ROMÂNIA
CARAŞ-SEVERIN,BĂNDĂȘILĂ PAULA-LĂCRĂMIOARA,PARTIDUL S.O.S. ROMÂNIA
CARAŞ-SEVERIN,DĂIANU VASILE,PARTIDUL S.O.S. ROMÂNIA
CARAŞ-SEVERIN,VELCOTĂ PAVEL-GHEORGHE,PARTIDUL S.O.S. ROMÂNIA
CARAŞ-SEVERIN,DIACONU FLORICA,PARTIDUL S.O.S. ROMÂNIA
CARAŞ-SEVERIN,BUBLEA IONUȚ-SORIN,PATRIOȚII POPORULUI ROMÂN

CARAŞ-SEVERIN,CĂLINOIU CĂTĂLIN-CRISTIAN,PATRIOȚII POPORULUI ROMÂN
CARAŞ-SEVERIN,BOTA CARMEN,PATRIOȚII POPORULUI ROMÂN
CARAŞ-SEVERIN,CIOLAN IONUȚ-MARCEL,ROMÂNIA SOCIALISTĂ
CARAŞ-SEVERIN,BĂLU PĂUN-VALENTIN,ROMÂNIA SOCIALISTĂ
CARAŞ-SEVERIN,CIOLAN OTILIA-EVA,ROMÂNIA SOCIALISTĂ
CARAŞ-SEVERIN,FARA ANA-MARIA,ROMÂNIA SOCIALISTĂ
CARAŞ-SEVERIN,BĂLU MIHAELA-MIRELA,ROMÂNIA SOCIALISTĂ
CARAŞ-SEVERIN,LAIEȘ PETRU,ROMÂNIA SOCIALISTĂ
CARAŞ-SEVERIN,DUDA IANCU-GHEORGHE,ROMÂNIA SOCIALISTĂ
CARAŞ-SEVERIN,ROMANESCU CLAUDIA-ȘTEFANA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
CARAŞ-SEVERIN,PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,TERZIAN SIRUN,UNIUNEA ARMENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,BOGDAN-CĂUȘ-NICOLAIDES NARINE,UNIUNEA ARMENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,PAPAZIAN PETRU,UNIUNEA ARMENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,NACOV GHEORGHE,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CARAŞ-SEVERIN,TOPCIOV PETRU,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CARAŞ-SEVERIN,COSILCOV ADRIAN-SORIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CARAŞ-SEVERIN,IVANCIOV ANA-CAROLINA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CARAŞ-SEVERIN,PIȚ DANIEL-MARIUS,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CARAŞ-SEVERIN,SEHABI PETRONELA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CARAŞ-SEVERIN,GHERA GIURECI-SLOBODAN,UNIUNEA CROAȚILOR DIN ROMÂNIA
CARAŞ-SEVERIN,FIRCZAK IULIUS -MARIAN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,GAL FRANCISC-OSCAR,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,MUREȘAN MARIANA-SVETLANA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,BOJCSUK SVETLANA-CARMEN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,BODNARIUC GABRIELA-CRISTINA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,BOCICOR MARIA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CARAŞ-SEVERIN,OMER METIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CARAŞ-SEVERIN,ZIADIN ELA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CARAŞ-SEVERIN,ARSLAN OZGÜN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CARAŞ-SEVERIN,VELULA ADEL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CARAŞ-SEVERIN,BOGNAR IOSIF-ATILA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA

CARAŞ-SEVERIN,HODOROG CRISTINA-KATALIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CARAŞ-SEVERIN,COVACI GHEORGHE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CARAŞ-SEVERIN,LOGA IZABELA-ROXANA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CARAŞ-SEVERIN,SZOKTOR ADRIANA-BETTINA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CARAŞ-SEVERIN,ÁBRAHÁM ELŐD-LAJOS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CARAŞ-SEVERIN,CADAR SIMION-TIBERIU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CARAŞ-SEVERIN,IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA
CARAŞ-SEVERIN,MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
CARAŞ-SEVERIN,JUCAN IOANA-CRISTINA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
CARAŞ-SEVERIN,ZISOPOL DRAGOȘ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA
CARAŞ-SEVERIN,LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA
CARAŞ-SEVERIN,LONGHER VICTORIA,UNIUNEA POLONEZILOR DIN ROMÂNIA
CARAŞ-SEVERIN,IRIȘEC IOSEF,UNIUNEA POLONEZILOR DIN ROMÂNIA
CARAŞ-SEVERIN,ZIELONKA ANA,UNIUNEA POLONEZILOR DIN ROMÂNIA
CARAŞ-SEVERIN,PLUJAR ANDREI GEORGE,UNIUNEA SALVAȚI ROMÂNIA
CARAŞ-SEVERIN,BOIA CONSTANTIN-ADRIAN-NISTOR,UNIUNEA SALVAȚI ROMÂNIA
CARAŞ-SEVERIN,ȘUTA PETRU,UNIUNEA SALVAȚI ROMÂNIA
CARAŞ-SEVERIN,PANDURU LAZĂR-ALIN,UNIUNEA SALVAȚI ROMÂNIA
CARAŞ-SEVERIN,RĂDUCA ROBERTA,UNIUNEA SALVAȚI ROMÂNIA
CARAŞ-SEVERIN,JURCHESCU NICOLAE,UNIUNEA SALVAȚI ROMÂNIA
CARAŞ-SEVERIN,VĂSCUȚ ANDREI-FLORIN,UNIUNEA SALVAȚI ROMÂNIA
CARAŞ-SEVERIN,CRÎSTICI OGNEAN,UNIUNEA SÂRBILOR DIN ROMÂNIA
CARAŞ-SEVERIN,PETREȚCHI NICOLAE-MIROSLAV,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,HORVAT IRINA-LIUBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,SAUCIUC ILIE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,SZABO-CONDREI MARIA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,PASENCIUC VASILE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CARAŞ-SEVERIN,GHERMAN LUCICA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CĂLĂRAŞI,COMAN DRAGOȘ-FLORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CĂLĂRAŞI,GHEORGHE MIHAI-CLAUDIU,ALIANȚA PENTRU UNIREA ROMÂNILOR
CĂLĂRAŞI,LĂDUNCĂ ANDREI-MIHAI,ALIANȚA PENTRU UNIREA ROMÂNILOR
CĂLĂRAŞI,IOAN ANDREEA-DANIELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
CĂLĂRAŞI,ILEANA DĂNUȚ,ALIANȚA PENTRU UNIREA ROMÂNILOR

CĂLĂRAŞI,MARTAC PAUL,ALIANȚA PENTRU UNIREA ROMÂNILOR
CĂLĂRAŞI,NEAMȚU CRISTINEL-ION,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CĂLĂRAŞI,STOIAN IOANA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CĂLĂRAŞI,GROSARU IOANA,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.
CĂLĂRAŞI,STOICA BOGDAN-ALIN,"ASOCIAȚIA ""LIGA ALBANEZILOR DIN ROMÂNIA"""
CĂLĂRAŞI,STANCU IONEL,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
CĂLĂRAŞI,CODREANU CRISTINA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
CĂLĂRAŞI,PĂUN NICOLAE,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CĂLĂRAŞI,PARASCHIV IULIAN-COSTEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CĂLĂRAŞI,PARASCHIV BOGDAN-FLORIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CĂLĂRAŞI,GOTU VIORICA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CĂLĂRAŞI,PĂUN IONUȚ-CONSTANTIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CĂLĂRAŞI,VASILE DANIEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CĂLĂRAŞI,IANCU VASILE,CANDIDAT INDEPENDENT
CĂLĂRAŞI,KARANI GEAPON,CANDIDAT INDEPENDENT
CĂLĂRAŞI,TOADER MIHAI,CANDIDAT INDEPENDENT
CĂLĂRAŞI,FEODOR SILVIU,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
CĂLĂRAŞI,ARTION NICOLAE,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
CĂLĂRAŞI,CRĂCIUN SVETLANA-FLORENTINA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
CĂLĂRAŞI,COCOȘI MARIUS-IULIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CĂLĂRAŞI,CRISTEA MĂDĂLINA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CĂLĂRAŞI,VEXLER SILVIU,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA
CĂLĂRAŞI,DĂSCĂLESCU-TIRON CAMELIA-SANDA,FORȚA DREPTEI
CĂLĂRAŞI,DAN VASILE,FORȚA DREPTEI
CĂLĂRAŞI,ROIBU MIHAI,FORȚA DREPTEI
CĂLĂRAŞI,POPESCU ANDREI-MIHAI,FORȚA DREPTEI
CĂLĂRAŞI,BRĂTIANU EUGEN,FORȚA DREPTEI
CĂLĂRAŞI,NOVAC ȘTEFAN,FORȚA DREPTEI
CĂLĂRAŞI,BOUDA ȘTEFAN,FORUMUL CEHILOR DIN ROMÂNIA
CĂLĂRAŞI,MOȚEC ȘTEFAN,FORUMUL CEHILOR DIN ROMÂNIA
CĂLĂRAŞI,PERVULESCU ASTRID-MARICHEN,FORUMUL CEHILOR DIN ROMÂNIA
CĂLĂRAŞI,GANȚ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
CĂLĂRAŞI,ȘINDILARIU THOMAS,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA

CĂLĂRAŞI,ROST ANDREA-BETTINA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
CĂLĂRAŞI,MANTA-KLEMENS CHRISTINE,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
CĂLĂRAŞI,POPA MARIAN,PARTIDUL ECOLOGIST ROMÂN
CĂLĂRAŞI,GHEDZIRA ANCA-TATIANA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CĂLĂRAŞI,NĂSTASE ALEXANDRU-BENIAMIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CĂLĂRAŞI,MELCESCU VALENTIN-COSTINEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CĂLĂRAŞI,DRĂGHICI IULIA-ANDA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CĂLĂRAŞI,DRAGNE COSTIN-AUREL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CĂLĂRAŞI,GANEA CRISTOPHER-COSTINEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CĂLĂRAŞI,PANDEA CIPRIAN,PARTIDUL NAȚIONAL LIBERAL
CĂLĂRAŞI,OBADĂ DANIEL,PARTIDUL NAȚIONAL LIBERAL
CĂLĂRAŞI,PETRACHE LIVIU-IONUȚ,PARTIDUL NAȚIONAL LIBERAL
CĂLĂRAŞI,DRĂGAN FLORIN,PARTIDUL NAȚIONAL LIBERAL
CĂLĂRAŞI,DOBRESCU VASILICA,PARTIDUL NAȚIONAL LIBERAL
CĂLĂRAŞI,PUȘCAȘU IOAN,PARTIDUL NAȚIONAL LIBERAL
CĂLĂRAŞI,STĂNICĂ AURORA,PARTIDUL NOUA ROMÂNIE
CĂLĂRAŞI,URSEI IULIA-GEORGIANA,PARTIDUL OAMENILOR TINERI
CĂLĂRAŞI,URSEI IONUȚ-MARIUS,PARTIDUL OAMENILOR TINERI
CĂLĂRAŞI,GHERGHESCU GABRIEL-DANIEL,PARTIDUL OAMENILOR TINERI
CĂLĂRAŞI,PAN-KE EMANUEL,PARTIDUL OAMENILOR TINERI
CĂLĂRAŞI,TUDOR IOANA,PARTIDUL OAMENILOR TINERI
CĂLĂRAŞI,TOADER LUCIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
CĂLĂRAŞI,DUMITRU GIULIANO,PARTIDUL ROMÂNIA ÎN ACȚIUNE
CĂLĂRAŞI,NĂSTASE VALENTINA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
CĂLĂRAŞI,PÎRVU ADRIAN-VASILE,PARTIDUL ROMÂNIA ÎN ACȚIUNE
CĂLĂRAŞI,BUZEA ANA-MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
CĂLĂRAŞI,CANTARAGIU IONUȚ-EDUARD,PARTIDUL ROMÂNIA ÎN ACȚIUNE
CĂLĂRAŞI,SANDU ELENA-MIHAELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
CĂLĂRAŞI,SAMOILĂ ION,PARTIDUL SOCIAL DEMOCRAT
CĂLĂRAŞI,BÎRCĂ CONSTANTIN,PARTIDUL SOCIAL DEMOCRAT
CĂLĂRAŞI,VRĂJITORU SORINEL-MARIAN,PARTIDUL SOCIAL DEMOCRAT
CĂLĂRAŞI,TACHE ANDREEA-MIRELA,PARTIDUL SOCIAL DEMOCRAT
CĂLĂRAŞI,MUȘAT VIOLETA,PARTIDUL SOCIAL DEMOCRAT

CĂLĂRAŞI,NICULAE AUREL,PARTIDUL SOCIAL DEMOCRAT
CĂLĂRAŞI,COCORANU TUDOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CĂLĂRAŞI,AVRAM SORINA-GEORGIANA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CĂLĂRAŞI,IACOB EUGEN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CĂLĂRAŞI,ROMANESCU TUDOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CĂLĂRAŞI,TUDOR LUCIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
CĂLĂRAŞI,TUDOR DANIELA,PARTIDUL SOCIAL DEMOCRAT UNIT
CĂLĂRAŞI,MĂHUI MARIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
CĂLĂRAŞI,TUDOR IONUȚ-ALEXANDRU,PARTIDUL SOCIAL DEMOCRAT UNIT
CĂLĂRAŞI,TUDOR MARIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
CĂLĂRAŞI,TUDOR DUMITRU,PARTIDUL SOCIAL DEMOCRAT UNIT
CĂLĂRAŞI,CODRESCU IONEL-CĂTĂLIN,PARTIDUL S.O.S. ROMÂNIA
CĂLĂRAŞI,MARIN VICTOR,PARTIDUL S.O.S. ROMÂNIA
CĂLĂRAŞI,SANDU LILIANA,PARTIDUL S.O.S. ROMÂNIA
CĂLĂRAŞI,SELEA VASILE,PARTIDUL S.O.S. ROMÂNIA
CĂLĂRAŞI,MATEIAȘ IONELA,PARTIDUL S.O.S. ROMÂNIA
CĂLĂRAŞI,FILIMON MIHAI,PARTIDUL S.O.S. ROMÂNIA
CĂLĂRAŞI,MOLDOVAN ALEXANDRU-SILVIU,PATRIOȚII POPORULUI ROMÂN
CĂLĂRAŞI,VATAVU GHEORGHE,ROMÂNIA SOCIALISTĂ
CĂLĂRAŞI,CĂLIN GEORGE-EDUARD,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
CĂLĂRAŞI,PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA
CĂLĂRAŞI,TERZIAN SIRUN,UNIUNEA ARMENILOR DIN ROMÂNIA
CĂLĂRAŞI,BOGDAN-CĂUȘ-NICOLAIDES NARINE,UNIUNEA ARMENILOR DIN ROMÂNIA
CĂLĂRAŞI,PAPAZIAN PETRU,UNIUNEA ARMENILOR DIN ROMÂNIA
CĂLĂRAŞI,NACOV GHEORGHE,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CĂLĂRAŞI,TOPCIOV PETRU,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CĂLĂRAŞI,COSILCOV ADRIAN-SORIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CĂLĂRAŞI,IVANCIOV ANA-CAROLINA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CĂLĂRAŞI,PIȚ DANIEL-MARIUS,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CĂLĂRAŞI,SEHABI PETRONELA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
CĂLĂRAŞI,GHERA GIURECI-SLOBODAN,UNIUNEA CROAȚILOR DIN ROMÂNIA
CĂLĂRAŞI,FIRCZAK IULIUS -MARIAN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CĂLĂRAŞI,GAL FRANCISC-OSCAR,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA

CĂLĂRAŞI,MUREȘAN MARIANA-SVETLANA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CĂLĂRAŞI,BOJCSUK SVETLANA-CARMEN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CĂLĂRAŞI,BODNARIUC GABRIELA-CRISTINA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CĂLĂRAŞI,BOCICOR MARIA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
CĂLĂRAŞI,AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CĂLĂRAŞI,OMER METIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CĂLĂRAŞI,ZIADIN ELA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CĂLĂRAŞI,ARSLAN OZGÜN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CĂLĂRAŞI,VELULA ADEL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
CĂLĂRAŞI,SÁNDOR GÁBOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CĂLĂRAŞI,GÁBOR SZIDÓNIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CĂLĂRAŞI,BÁLINT MÓNIKA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CĂLĂRAŞI,BORSI ÁKOS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CĂLĂRAŞI,BODEA ECATERINA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CĂLĂRAŞI,FECHETE NORBERT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CĂLĂRAŞI,IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA
CĂLĂRAŞI,MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
CĂLĂRAŞI,JUCAN IOANA-CRISTINA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
CĂLĂRAŞI,ZISOPOL DRAGOȘ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA
CĂLĂRAŞI,LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA
CĂLĂRAŞI,LONGHER VICTORIA,UNIUNEA POLONEZILOR DIN ROMÂNIA
CĂLĂRAŞI,IRIȘEC IOSEF,UNIUNEA POLONEZILOR DIN ROMÂNIA
CĂLĂRAŞI,ZIELONKA ANA,UNIUNEA POLONEZILOR DIN ROMÂNIA
CĂLĂRAŞI,GIURCAN AMELIA-ELENA,UNIUNEA SALVAȚI ROMÂNIA
CĂLĂRAŞI,NICULAE VALENTIN,UNIUNEA SALVAȚI ROMÂNIA
CĂLĂRAŞI,CRISTEA GHEORGHE,UNIUNEA SALVAȚI ROMÂNIA
CĂLĂRAŞI,NICOLAE FLORIN-MARIUS,UNIUNEA SALVAȚI ROMÂNIA
CĂLĂRAŞI,SOLOMON VIOREL,UNIUNEA SALVAȚI ROMÂNIA
CĂLĂRAŞI,STATE IULIAN-ALEXANDRU,UNIUNEA SALVAȚI ROMÂNIA
CĂLĂRAŞI,CRÎSTICI OGNEAN,UNIUNEA SÂRBILOR DIN ROMÂNIA
CĂLĂRAŞI,PETREȚCHI NICOLAE-MIROSLAV,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CĂLĂRAŞI,HORVAT IRINA-LIUBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CĂLĂRAŞI,SAUCIUC ILIE,UNIUNEA UCRAINENILOR DIN ROMÂNIA

CĂLĂRAŞI,SZABO-CONDREI MARIA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CĂLĂRAŞI,PASENCIUC VASILE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CĂLĂRAŞI,GHERMAN LUCICA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
CLUJ,VLAD DRAGOȘ,ALIANȚA NAȚIONAL CREȘTINĂ
CLUJ,BRUYNSEELS RAMONA-IOANA,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,COLEȘA ILIE-ALIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,IRIMIE VICENȚIU-MIRCEA,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,FEIER IULIU-IOAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,PETACA ALEXANDRU-DAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,FECHETE VIOREL-SILVIU,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,ȘTEFĂNESCU ALEXANDRA,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,PERȘA LUCIAN-ALEXANDRU,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,ADĂMUȚĂ CĂTĂLIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,ROMAN EUGEN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,MĂGUREAN LIVIU,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,CHINDRIȘ MIHAI,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,PRUNE GABRIEL-MARIUS,ALIANȚA PENTRU UNIREA ROMÂNILOR
CLUJ,CIOACĂ EMANUEL-SORIN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CLUJ,MORARU DIANA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CLUJ,ZEYTINCI MÜNEVVER-CANAN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CLUJ,GROSARU IOANA,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.
CLUJ,STOICA BOGDAN-ALIN,"ASOCIAȚIA ""LIGA ALBANEZILOR DIN ROMÂNIA"""
CLUJ,STANCU IONEL,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
CLUJ,CODREANU CRISTINA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
CLUJ,PĂUN NICOLAE,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CLUJ,PARASCHIV IULIAN-COSTEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CLUJ,PARASCHIV BOGDAN-FLORIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CLUJ,GOTU VIORICA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CLUJ,PĂUN IONUȚ-CONSTANTIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CLUJ,VASILE DANIEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
CLUJ,SĂRMAȘ IOAN-SABIN,CANDIDAT INDEPENDENT
CLUJ,FEODOR SILVIU,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
